wallet,credit_score
0x0618c450370822c5cb25ec143a3008230d8e2c12,900
0x00000000001accfa9cef68cf5371a23025b6d4b6,900
0x000000000051d07a4fb3bd10121a343d85818da6,900
0x000000000096026fb41fc39f9875d164bd82e2dc,900
0x06189341e523a52ae10c4bd4a7774371fac1b249,900
0x060d0cc814854f60cc6ca2566a047526a85f1d9a,900
0x060cfcf2bd89aadaedd2f2b4760466ec1c57377c,900
0x060cf7710b40686fd903894b9f65d10589d73f28,900
0x060cd95870d75c91168f12a451d71c3231a79c66,900
0x060cbd27bc12765e1eaad4097ecb535c6444cb61,900
